Component2_Kappa3,Component2_NHOHCount,Component1_PEOE_VSA8,Component2_VSA_EState1,Component1_SMR_VSA6,Component1_TPSA,Component1_Hfus,Component1_Tm,Component2_LabuteASA,Component1_PEOE_VSA14,Component1_BCUT2D_CHGHI,Component1_BCUT2D_LOGPLOW,Component2_EState_VSA4,Component1_MinEStateIndex,Component2_Hfus,Component2_Tm
56.25,3,0.0,0.0,0.0,69.11,14600.0,405.85,32.59717709,6.031114512,1.603229127,-2.182471059,6.544756406,-0.833333333,5500.0,384.0
44.62262067,1,0.0,0.84375,13.21376393,60.69,18300.0,291.2,67.65452963,0.0,1.932810557,-2.153670382,17.95152446,-0.953703704,8881.7,362.62
10.16340014,0,0.0,0.0,0.0,43.09,8580.0,275.88,73.20946207,0.0,1.187004895,-1.822031156,0.0,0.25,11900.0,447.8
10.16340014,0,7.047671983,0.0,7.047671983,29.1,9790.0,270.83,73.20946207,0.0,1.42561098,-1.975599813,0.0,0.625,11900.0,447.8
10.16340014,0,14.09534397,0.0,14.09534397,20.31,8680.0,211.7,73.20946207,0.0,1.676590454,-2.056200147,0.0,0.75,11900.0,447.8
9.422132367,0,0.0,0.0,0.0,43.09,8580.0,275.88,75.9895705,0.0,1.187004895,-1.822031156,0.0,0.25,10900.0,426.1
9.422132367,0,7.047671983,0.0,7.047671983,29.1,9790.0,270.83,75.9895705,0.0,1.42561098,-1.975599813,0.0,0.625,10900.0,426.1
9.422132367,0,14.09534397,0.0,14.09534397,20.31,8680.0,211.7,75.9895705,0.0,1.676590454,-2.056200147,0.0,0.75,10900.0,426.1
12.65440812,0,0.0,0.0,0.0,43.09,8580.0,275.88,66.84862916,0.0,1.187004895,-1.822031156,0.0,0.25,19720.0,582.3
1.732031309,1,6.606881965,0.0,6.606881965,20.23,45810.0,311.7,67.68540533,0.0,1.919656717,-1.842070181,11.12690298,0.37244898,19650.0,323.5
15.96,1,0.0,0.0,0.0,20.23,19650.0,323.5,109.0076165,0.0,2.033939892,-1.87272444,6.420821623,0.398703704,60960.0,324.4
17.96,1,0.0,0.0,0.0,20.23,19650.0,323.5,121.7375007,0.0,2.033939892,-1.87272444,6.420821623,0.398703704,65350.0,332.9
2.193985627,1,6.606881965,0.0,6.606881965,20.23,45810.0,311.7,69.81213266,0.0,1.919656717,-1.842070181,12.33872767,0.37244898,13740.0,314.6
15.96,1,0.0,0.0,0.0,20.23,13740.0,314.6,109.0076165,0.0,2.280715003,-2.31141052,6.420821623,-0.028935185,60960.0,324.4
17.96,1,0.0,0.0,0.0,20.23,13740.0,314.6,121.7375007,0.0,2.280715003,-2.31141052,6.420821623,-0.028935185,65350.0,332.9
2.193985627,1,6.420821623,0.0,0.0,37.3,16960.0,291.3,69.81213266,5.969305288,2.133444568,-2.078228074,12.33872767,-0.642987528,13740.0,314.6
2.193985627,1,0.0,0.0,0.0,37.3,10690.0,299.4,69.81213266,5.969305288,2.187258605,-2.157282724,12.33872767,-0.60212963,13740.0,314.6
1.802305551,1,0.0,0.0,0.0,20.23,13740.0,314.6,65.48198531,0.0,2.280715003,-2.31141052,5.563451492,-0.028935185,32700.0,321.1
2.193985627,1,6.420821623,0.0,0.0,37.3,19800.0,288.2,69.81213266,5.969305288,1.942098502,-1.926893215,12.33872767,-0.669908825,13740.0,314.6
2.193985627,1,6.420821623,0.0,0.0,37.3,27500.0,304.8,69.81213266,5.969305288,1.951512413,-1.928646926,12.33872767,-0.663372045,13740.0,314.6
11.47,1,0.0,0.0,0.0,20.23,13740.0,314.6,87.70937014,0.0,2.280715003,-2.31141052,12.84164325,-0.028935185,34690.0,317.5
13.47,1,0.0,0.0,0.0,20.23,13740.0,314.6,100.4392544,0.0,2.280715003,-2.31141052,12.84164325,-0.028935185,45750.0,327.0
15.47,1,0.0,0.0,0.0,20.23,13740.0,314.6,113.1691386,0.0,2.280715003,-2.31141052,12.84164325,-0.028935185,51020.0,336.8
17.47,1,0.0,0.0,0.0,20.23,13740.0,314.6,125.8990228,0.0,2.280715003,-2.31141052,12.84164325,-0.028935185,61360.0,344.04
1.732031309,1,6.420821623,0.0,0.0,37.3,19800.0,288.2,67.68540533,5.969305288,1.942098502,-1.926893215,11.12690298,-0.669908825,19650.0,323.5
1.732031309,1,6.420821623,0.0,0.0,37.3,27500.0,304.8,67.68540533,5.969305288,1.951512413,-1.928646926,11.12690298,-0.663372045,19650.0,323.5
1.732031309,1,6.420821623,0.0,0.0,37.3,34690.0,317.5,67.68540533,5.969305288,1.956963566,-1.929208723,11.12690298,-0.659309449,19650.0,323.5
13.47,1,0.0,0.0,0.0,20.23,19650.0,323.5,100.4392544,0.0,2.033939892,-1.87272444,12.84164325,0.398703704,45750.0,327.0
15.47,1,0.0,0.0,0.0,20.23,19650.0,323.5,113.1691386,0.0,2.033939892,-1.87272444,12.84164325,0.398703704,51020.0,336.8
17.47,1,0.0,0.0,0.0,20.23,19650.0,323.5,125.8990228,0.0,2.033939892,-1.87272444,12.84164325,0.398703704,61360.0,344.04
1.732031309,1,0.0,0.0,0.0,20.23,13740.0,314.6,67.68540533,0.0,2.280715003,-2.31141052,11.12690298,-0.028935185,19650.0,323.5
9.510489164,1,0.0,0.84375,6.606881965,29.04,8588.0,362.62,57.11615165,0.0,1.95052436,-2.99600199,11.02778726,0.0,4300.0,578.15
9.510489164,1,0.0,0.84375,0.0,8.81,20974.0,358.88,57.11615165,0.0,1.917301032,-2.996001746,11.02778726,0.0,4300.0,578.15
9.510489164,1,12.84164325,0.84375,26.6819412,0.0,30900.0,472.98,57.11615165,0.0,2.246737898,-2.996002252,11.02778726,0.0,4300.0,578.15
9.510489164,1,18.55355576,0.84375,0.0,3.88,26130.0,405.4,57.11615165,0.0,1.928636629,-2.996002104,11.02778726,0.0,4300.0,578.15
9.510489164,1,5.969305288,0.84375,34.29465432,60.36,8880.0,362.62,57.11615165,0.0,2.016798831,-2.364053974,11.02778726,-1.083333333,4300.0,578.15
9.510489164,1,0.0,0.84375,27.68777235,20.23,6720.0,442.0,57.11615165,0.0,2.088945081,-2.996002286,11.02778726,-0.185185185,4300.0,578.15
2.25,4,0.0,0.0,28.19068793,0.0,20490.0,612.87,19.65732138,0.0,1.878722122,-2.996001582,0.0,0.0,10380.0,632.2
718.25,0,0.0,1.0,26.17902562,0.0,51240.0,535.4,45.95697578,0.0,2.156407101,-2.996002032,4.483030858,0.0,20490.0,612.87
9.510489164,1,0.0,0.84375,26.17902562,0.0,51240.0,535.4,57.11615165,0.0,2.156407101,-2.996002032,11.02778726,0.0,4300.0,578.15
718.25,0,0.0,1.0,26.17902562,0.0,66580.0,502.4,45.95697578,0.0,2.22157885,-2.996002927,4.483030858,0.0,20490.0,612.87
9.510489164,1,0.0,0.84375,26.17902562,0.0,66580.0,502.4,57.11615165,0.0,2.22157885,-2.996002927,11.02778726,0.0,4300.0,578.15
9.510489164,1,0.0,0.84375,26.17902562,0.0,14690.0,344.0,57.11615165,0.0,2.241141208,-2.996003655,11.02778726,0.0,4300.0,578.15
5.43,0,0.0,0.418981481,0.0,37.3,17730.0,342.0,49.12458049,5.969305288,1.960773903,-1.930628591,0.0,-0.879074074,17980.0,566.0
9.510489164,1,5.563451492,0.84375,27.24698234,20.23,8730.0,351.42,57.11615165,0.0,2.134407701,-2.996003067,11.02778726,0.0,4300.0,578.15
2.193985627,1,6.420821623,0.0,0.0,37.3,16960.0,291.3,69.81213266,5.969305288,2.133444568,-2.078228074,12.33872767,-0.642987528,13740.0,314.6
5.43,0,11.83581209,0.418981481,0.0,17.07,5900.0,448.15,49.12458049,0.0,2.606035461,-2.316780352,0.0,0.025462963,17980.0,566.0
3.387630632,1,6.420821623,0.0,0.0,37.3,34690.0,317.5,90.94175377,5.969305288,1.956963566,-1.929208723,11.98427311,-0.659309449,39500.0,350.4
13.47,1,6.420821623,0.0,0.0,37.3,34690.0,317.5,100.4392544,5.969305288,1.956963566,-1.929208723,12.84164325,-0.659309449,45750.0,327.0
15.47,1,6.420821623,0.0,0.0,37.3,34690.0,317.5,113.1691386,5.969305288,1.956963566,-1.929208723,12.84164325,-0.659309449,51020.0,336.8
17.47,1,6.420821623,0.0,0.0,37.3,34690.0,317.5,125.8990228,5.969305288,1.956963566,-1.929208723,12.84164325,-0.659309449,61360.0,343.67
0.604769179,0,5.687386275,0.0,24.95105782,32.34,16400.0,340.15,68.17358985,0.0,2.094433567,-2.327331479,12.84164325,0.061203704,5900.0,448.15
5.43,0,0.0,0.418981481,0.0,20.23,13740.0,314.6,49.12458049,0.0,2.280715003,-2.31141052,0.0,-0.028935185,17980.0,566.0
3.387630632,1,0.0,0.0,0.0,20.23,13740.0,314.6,90.94175377,0.0,2.280715003,-2.31141052,11.98427311,-0.028935185,39500.0,350.4
1.775658963,1,0.0,0.0,0.0,20.23,13740.0,314.6,127.5510373,0.0,2.280715003,-2.31141052,37.51909858,-0.028935185,24860.0,424.15
15.47,1,6.420821623,0.0,0.0,37.3,45750.0,327.0,113.1691386,5.969305288,1.960598042,-1.929394031,12.84164325,-0.656551714,51020.0,336.8
5.43,0,6.606881965,0.418981481,6.606881965,20.23,65350.0,332.9,49.12458049,0.0,1.936202182,-1.846639558,0.0,0.37345679,17980.0,566.0
9.47,1,6.420821623,0.0,0.0,37.3,42990.0,289.4,74.97948591,5.969305288,1.953654253,-1.928441849,12.84164325,-0.664233856,27500.0,304.8
3.387630632,1,6.420821623,0.0,0.0,37.3,51020.0,336.8,90.94175377,5.969305288,1.963312707,-1.929455998,11.98427311,-0.654562036,39500.0,350.4
17.47,1,6.420821623,0.0,0.0,37.3,51020.0,336.8,125.8990228,5.969305288,1.963312707,-1.929455998,12.84164325,-0.654562036,61360.0,343.67
11.47,1,6.420821623,0.0,0.0,37.3,19820.0,285.75,87.70937014,5.969305288,1.947530261,-1.928024335,12.84164325,-0.666211551,34690.0,317.5
5.43,0,0.0,0.418981481,0.0,57.53,26100.0,431.0,49.12458049,5.969305288,2.051199792,-1.945908635,0.0,-1.11287037,17980.0,566.0
5.43,0,0.0,0.418981481,13.21376393,121.38,30200.0,369.6,49.12458049,0.0,2.287072813,-2.464981961,0.0,-1.669305556,17980.0,566.0
5.43,0,6.420821623,0.418981481,0.0,37.3,61360.0,344.04,49.12458049,5.969305288,1.965533262,-1.929476882,0.0,-0.653061016,17980.0,566.0
5.43,0,0.0,0.418981481,0.0,20.23,19650.0,323.5,49.12458049,0.0,2.033939892,-1.87272444,0.0,0.398703704,17980.0,566.0
5.43,0,0.0,0.418981481,0.0,69.11,14600.0,405.85,49.12458049,6.031114512,1.603229127,-2.182471059,0.0,-0.833333333,17980.0,566.0
4.129465428,0,0.0,109.1825,26.17902562,82.38,22600.0,365.0,97.46638505,11.016661,2.464732973,-2.502894199,4.127401125,-6.721527778,14300.0,508.0
4.129465428,0,0.0,109.1825,27.68777235,82.38,25600.0,335.0,97.46638505,11.016661,2.464560058,-2.346412932,4.127401125,-6.721527778,14300.0,508.0
4.129465428,0,0.0,109.1825,27.68777235,82.38,11300.0,383.0,97.46638505,11.016661,2.464218317,-2.329131826,4.127401125,-6.721527778,14300.0,508.0
298.8887898,0,0.0,0.0,0.0,66.2,9862.0,481.0,40.07312241,27.29878549,,,0.0,-1.75,24860.0,524.0
5.704344619,0,6.420821623,9.247396542,6.606881965,26.3,9564.601,229.43,71.84398049,5.969305288,2.077919253,-1.881207036,0.0,-0.046296296,51320.0,251.63
-104.04,2,6.420821623,0.0,6.606881965,26.3,9564.601,229.43,6.849231188,5.969305288,2.077919253,-1.881207036,0.0,-0.046296296,5996.1,273.05
0.428612059,0,0.0,8.583333333,14.21959508,35.53,11580.0,278.2,34.85191666,6.15536563,1.883635865,-1.972888948,0.0,-0.657407407,13020.0,311.2
0.428612059,0,0.0,8.583333333,13.71667951,35.53,11240.0,219.4,34.85191666,6.15536563,1.923638942,-2.017668425,0.0,-0.622685185,13020.0,311.2
0.428612059,0,0.0,8.583333333,13.21376393,35.53,9240.0,198.2,34.85191666,6.15536563,1.955809233,-2.052160082,0.0,-0.587962963,13020.0,311.2
0.428612059,0,0.0,8.583333333,6.606881965,35.53,8960.0,220.3,34.85191666,6.15536563,2.186655191,-2.006603554,0.0,-0.548611111,13020.0,311.2
1.575810398,0,0.0,8.076388889,6.606881965,35.53,8960.0,220.3,35.85774782,6.15536563,2.186655191,-2.006603554,0.0,-0.548611111,11580.0,278.2
3.090653873,0,0.0,8.459305556,6.606881965,35.53,8960.0,220.3,42.22268993,6.15536563,2.186655191,-2.006603554,0.0,-0.548611111,13020.0,311.2
0.823939078,0,0.0,8.903935185,13.21376393,35.53,9240.0,198.2,41.21685878,6.15536563,1.955809233,-2.052160082,0.0,-0.587962963,8960.0,220.3
3.090653873,0,0.0,8.459305556,14.21959508,35.53,11580.0,278.2,42.22268993,6.15536563,1.883635865,-1.972888948,0.0,-0.657407407,13020.0,311.2
1.575810398,0,0.0,8.076388889,13.21376393,35.53,9240.0,198.2,35.85774782,6.15536563,1.955809233,-2.052160082,0.0,-0.587962963,11580.0,278.2
3.090653873,0,0.0,8.459305556,13.21376393,35.53,9240.0,198.2,42.22268993,6.15536563,1.955809233,-2.052160082,0.0,-0.587962963,11240.0,219.4
4.129465428,0,13.97140918,109.1825,7.047671983,29.1,10110.0,303.43,97.46638505,0.0,1.72230499,-2.112247876,4.127401125,0.00462963,14300.0,508.0
298.8887898,0,0.0,0.0,0.0,31.5,5996.1,273.05,40.07312241,0.0,-0.411509522,-0.2893,0.0,0.0,24860.0,524.0
4.129465428,0,0.0,109.1825,0.0,69.11,14790.0,406.5,97.46638505,6.031114512,1.603229127,-2.182471059,4.127401125,-0.833333333,14300.0,508.0
298.8887898,0,13.97140918,0.0,7.047671983,29.1,10110.0,303.43,40.07312241,0.0,1.72230499,-2.112247876,0.0,0.00462963,24860.0,524.0
298.8887898,0,14.21959508,0.0,27.43335901,18.46,11367.0,215.0,40.07312241,0.0,1.730345593,-1.959066526,0.0,0.690972222,24860.0,524.0
298.8887898,0,23.31110741,0.0,12.51153837,17.07,13500.0,291.0,40.07312241,0.0,1.571634336,-1.701197897,0.0,-0.611111111,24860.0,524.0
298.8887898,0,6.420821623,0.0,6.606881965,26.3,9564.601,229.43,40.07312241,5.969305288,2.077919253,-1.881207036,0.0,-0.046296296,24860.0,524.0
298.8887898,0,20.01325001,0.0,13.59242839,20.31,7327.5,249.41,40.07312241,0.0,2.136073784,-2.173220282,0.0,0.291666667,24860.0,524.0
298.8887898,0,0.0,0.0,11.50570721,34.14,6898.9,287.96,40.07312241,0.0,2.155835109,-1.979979525,0.0,-2.546296296,24860.0,524.0
298.8887898,0,21.32939262,0.0,21.32939262,44.76,12342.0,226.87,40.07312241,7.822697123,2.183034549,-1.881841276,0.0,-3.162037037,24860.0,524.0
298.8887898,0,14.21959508,0.0,53.86088687,36.92,20911.7,229.06,40.07312241,0.0,1.883313516,-2.100526137,0.0,0.618129252,24860.0,524.0
